country,city,neighbourhood_group_cleansed,neighbourhood_cleansed,id
Germany,Berlin,Reinickendorf,West 2,19115013
Germany,Berlin,Charlottenburg-Wilm.,Kurfürstendamm,19117000
Germany,Berlin,Mitte,Brunnenstr. Nord,19118769
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19119342
Germany,Berlin,Reinickendorf,Ost 2,19120457
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19121761
Germany,Berlin,Neukölln,Reuterstraße,19129002
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19133787
Germany,Berlin,Treptow - Köpenick,Kölln. Vorstadt/Spindlersf.,19134159
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19135602
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19136589
Germany,Berlin,Pankow,Helmholtzplatz,19136941
Germany,Berlin,Mitte,Regierungsviertel,19137863
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19138460
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19139282
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19139899
Germany,Berlin,Mitte,Brunnenstr. Süd,19141494
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,19141842
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,19142441
Germany,Berlin,Mitte,Moabit West,19144759
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19146388
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19147245
Germany,Berlin,Charlottenburg-Wilm.,Schloß Charlottenburg,19149135
Germany,Berlin,Mitte,Brunnenstr. Süd,19150804
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19151530
Germany,Berlin,Lichtenberg,Fennpfuhl,19151663
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19151739
Germany,Berlin,Tempelhof - Schöneberg,Mariendorf,19152909
Germany,Berlin,Mitte,Moabit West,19153150
Germany,Berlin,Mitte,Wedding Zentrum,19155802
Germany,Berlin,Lichtenberg,Fennpfuhl,19156648
Germany,Berlin,Mitte,Brunnenstr. Süd,19156752
Germany,Berlin,Charlottenburg-Wilm.,Schmargendorf,19159253
Germany,Berlin,Neukölln,Reuterstraße,19160641
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19166060
Germany,Berlin,Neukölln,Rixdorf,19166318
Germany,Berlin,Mitte,Brunnenstr. Süd,19169465
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19169584
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19171916
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,19172210
Germany,Berlin,Mitte,Moabit Ost,19172791
Germany,Berlin,Marzahn - Hellersdorf,Mahlsdorf,19173128
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19173973
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,19175277
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19176308
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19177015
Germany,Berlin,Mitte,Moabit West,19187055
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19187472
Germany,Berlin,Steglitz - Zehlendorf,Teltower Damm,19187484
Germany,Berlin,Charlottenburg-Wilm.,Heerstrasse,19189383
Germany,Berlin,Mitte,Parkviertel,19190445
Germany,Berlin,Neukölln,Rixdorf,19190920
Germany,Berlin,Mitte,Moabit Ost,19191236
Germany,Berlin,Spandau,Spandau Mitte,19192631
Germany,Berlin,Neukölln,Reuterstraße,19193552
Germany,Berlin,Neukölln,Rixdorf,19197162
Germany,Berlin,Mitte,Brunnenstr. Nord,19200549
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19201271
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19201511
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19202746
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19203516
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,19203524
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19205545
Germany,Berlin,Neukölln,Reuterstraße,19205574
Germany,Berlin,Mitte,Parkviertel,19207684
Germany,Berlin,Charlottenburg-Wilm.,Kurfürstendamm,19208643
Germany,Berlin,Mitte,Parkviertel,19208909
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,19214638
Germany,Berlin,Mitte,Moabit Ost,19215167
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,19215782
Germany,Berlin,Mitte,Parkviertel,19217087
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,19218122
Germany,Berlin,Neukölln,Schillerpromenade,19219878
Germany,Berlin,Mitte,Wedding Zentrum,19219891
Germany,Berlin,Mitte,Alexanderplatz,19220498
Germany,Berlin,Neukölln,Schillerpromenade,19221154
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19222359
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19222541
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19223587
Germany,Berlin,Neukölln,Schillerpromenade,19225308
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19225607
Germany,Berlin,Mitte,Moabit West,19226112
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19234135
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19234239
Germany,Berlin,Neukölln,Rixdorf,19234522
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19235287
Germany,Berlin,Neukölln,Rixdorf,19235341
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19235381
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19235390
Germany,Berlin,Charlottenburg-Wilm.,Schloß Charlottenburg,19236453
Germany,Berlin,Mitte,Alexanderplatz,19237459
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19237627
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19238659
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,19239010
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19239056
Germany,Berlin,Neukölln,Reuterstraße,19239318
Germany,Berlin,Mitte,Parkviertel,19239561
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19242919
Germany,Berlin,Lichtenberg,Alt-Hohenschönhausen Süd,19243972
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19244430
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19246030
Germany,Berlin,Mitte,Moabit West,19251857
Germany,Berlin,Mitte,Moabit West,19253922
Germany,Berlin,Charlottenburg-Wilm.,Halensee,19254781
Germany,Berlin,Neukölln,Reuterstraße,19256730
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19262095
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19262221
Germany,Berlin,Steglitz - Zehlendorf,Teltower Damm,19262948
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19263213
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19263887
Germany,Berlin,Mitte,Alexanderplatz,19264333
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19264941
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,19265071
Germany,Berlin,Charlottenburg-Wilm.,Westend,19265310
Germany,Berlin,Reinickendorf,Ost 2,19265757
Germany,Berlin,Mitte,Alexanderplatz,19267130
Germany,Berlin,Mitte,Wedding Zentrum,19267184
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19268116
Germany,Berlin,Charlottenburg-Wilm.,Westend,19268635
Germany,Berlin,Neukölln,Reuterstraße,19269172
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19269906
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19269909
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19269935
Germany,Berlin,Neukölln,Schillerpromenade,19270536
Germany,Berlin,Neukölln,Rixdorf,19275740
Germany,Berlin,Treptow - Köpenick,Baumschulenweg,19276273
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19279427
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,19280517
Germany,Berlin,Charlottenburg-Wilm.,Westend,19280585
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19281902
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19283196
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Nord,19283435
Germany,Berlin,Mitte,Wedding Zentrum,19286906
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19287958
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,19291382
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19291388
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19291506
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19292323
Germany,Berlin,Mitte,Alexanderplatz,19292367
Germany,Berlin,Pankow,Pankow Süd,19294003
Germany,Berlin,Neukölln,Reuterstraße,19294462
Germany,Berlin,Mitte,Brunnenstr. Süd,19294707
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19304028
Germany,Berlin,Charlottenburg-Wilm.,Halensee,19304199
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19305330
Germany,Berlin,Pankow,Weißensee,19305514
Germany,Berlin,Mitte,Brunnenstr. Nord,19310725
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19312468
Germany,Berlin,Steglitz - Zehlendorf,Teltower Damm,19312907
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19314232
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,19315008
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19320065
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19320125
Germany,Berlin,Pankow,Helmholtzplatz,19320677
Germany,Berlin,Neukölln,Schillerpromenade,19321398
Germany,Berlin,Reinickendorf,West 1,19321942
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19322383
Germany,Berlin,Neukölln,Rixdorf,19323004
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19323737
Germany,Berlin,Neukölln,Rixdorf,19324055
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19324716
Germany,Berlin,Mitte,Moabit West,19325568
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19328266
Germany,Berlin,Pankow,Pankow Zentrum,19328423
Germany,Berlin,Mitte,Brunnenstr. Nord,19329462
Germany,Berlin,Mitte,Alexanderplatz,19329675
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19329721
Germany,Berlin,Neukölln,Reuterstraße,19329807
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19329921
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19330760
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19331509
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19332118
Germany,Berlin,Treptow - Köpenick,Friedrichshagen,19337121
Germany,Berlin,Neukölln,Reuterstraße,19337320
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Nord,19340481
Germany,Berlin,Mitte,Tiergarten Süd,19341361
Germany,Berlin,Mitte,Alexanderplatz,19341983
Germany,Berlin,Mitte,Brunnenstr. Süd,19342934
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19344972
Germany,Berlin,Mitte,Alexanderplatz,19345735
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19346345
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19347557
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,19350036
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19350617
Germany,Berlin,Mitte,Moabit Ost,19352462
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,19352858
Germany,Berlin,Reinickendorf,West 4,19355070
Germany,Berlin,Pankow,Pankow Süd,19355556
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19355649
Germany,Berlin,Mitte,Moabit Ost,19355984
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19358185
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,19358750
Germany,Berlin,Mitte,Brunnenstr. Süd,19359285
Germany,Berlin,Mitte,Moabit West,19361066
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,19362675
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19362927
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,19367241
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,19370539
Germany,Berlin,Neukölln,Rixdorf,19370661
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,19371454
Germany,Berlin,Neukölln,Rixdorf,19371723
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,19373633
Germany,Berlin,Mitte,Wedding Zentrum,19378654
Germany,Berlin,Mitte,Alexanderplatz,19378992
Germany,Berlin,Mitte,Moabit Ost,19379074
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19381607
Germany,Berlin,Mitte,Brunnenstr. Nord,19382941
Germany,Berlin,Mitte,Alexanderplatz,19383494
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,19383843
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19385157
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19385418
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19391301
Germany,Berlin,Mitte,Parkviertel,19393316
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19394548
Germany,Berlin,Lichtenberg,Rummelsburger Bucht,19395005
Germany,Berlin,Mitte,Parkviertel,19395039
Germany,Berlin,Mitte,Alexanderplatz,19395252
Germany,Berlin,Neukölln,Reuterstraße,19395297
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,19395582
Germany,Berlin,Mitte,Brunnenstr. Süd,19395636
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19395713
Germany,Berlin,Spandau,Spandau Mitte,19395767
Germany,Berlin,Lichtenberg,Neu Lichtenberg,19396310
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19397068
Germany,Berlin,Mitte,Moabit West,19399931
Germany,Berlin,Lichtenberg,Rummelsburger Bucht,19403686
Germany,Berlin,Mitte,Tiergarten Süd,19404202
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19404966
Germany,Berlin,Mitte,Brunnenstr. Nord,19406486
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19406499
Germany,Berlin,Mitte,Brunnenstr. Süd,19406609
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19407865
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19409050
Germany,Berlin,Neukölln,Rixdorf,19409715
Germany,Berlin,Charlottenburg-Wilm.,Grunewald,19412163
Germany,Berlin,Neukölln,Schillerpromenade,19417960
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19418481
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19418844
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,19422192
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19422553
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19423383
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,19423458
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19423602
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19425482
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19425593
Germany,Berlin,Neukölln,Rixdorf,19429073
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19442740
Germany,Berlin,Neukölln,Schillerpromenade,19442772
Germany,Berlin,Mitte,Alexanderplatz,19442967
Germany,Berlin,Mitte,Regierungsviertel,19443242
Germany,Berlin,Mitte,Wedding Zentrum,19443579
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19444583
Germany,Berlin,Mitte,Alexanderplatz,19444899
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19446962
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19447768
Germany,Berlin,Mitte,Alexanderplatz,19449472
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19449907
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19449927
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19450564
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19450708
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19453637
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19454561
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19454966
Germany,Berlin,Pankow,Helmholtzplatz,19455026
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19455255
Germany,Berlin,Pankow,Helmholtzplatz,19455662
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19458041
Germany,Berlin,Mitte,Parkviertel,19462179
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19463104
Germany,Berlin,Mitte,Wedding Zentrum,19464350
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,19465195
Germany,Berlin,Mitte,Moabit West,19465730
Germany,Berlin,Charlottenburg-Wilm.,Barstraße,19466643
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19470168
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19471158
Germany,Berlin,Mitte,Moabit West,19471361
Germany,Berlin,Mitte,Tiergarten Süd,19472133
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,19472339
Germany,Berlin,Pankow,Prenzlauer Berg Nord,19473299
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19479221
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,19479911
Germany,Berlin,Mitte,Brunnenstr. Süd,19480978
Germany,Berlin,Mitte,Moabit Ost,19481944
Germany,Berlin,Steglitz - Zehlendorf,Drakestr.,19482223
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19482358
Germany,Berlin,Mitte,Tiergarten Süd,19482466
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,19483131
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19483698
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19483730
Germany,Berlin,Mitte,Brunnenstr. Süd,19483754
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19484432
Germany,Berlin,Mitte,Alexanderplatz,19484828
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,19484976
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,19485093
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19485732
Germany,Berlin,Neukölln,Rixdorf,19486351
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19486423
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,19488395
Germany,Berlin,Mitte,Tiergarten Süd,19494288
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19494366
Germany,Berlin,Pankow,Helmholtzplatz,19494529
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19495399
Germany,Berlin,Neukölln,Britz,19495453
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,19495792
Germany,Berlin,Marzahn - Hellersdorf,Mahlsdorf,19496334
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19496586
Germany,Berlin,Mitte,Moabit Ost,19497505
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19497698
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,19498213
Germany,Berlin,Mitte,Alexanderplatz,19498255
Germany,Berlin,Steglitz - Zehlendorf,Drakestr.,19499351
Germany,Berlin,Mitte,Parkviertel,19499853
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19500626
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19500857
Germany,Berlin,Neukölln,Schillerpromenade,19501075
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19501540
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19502175
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,19503120
Germany,Berlin,Neukölln,Schillerpromenade,19503352
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19505548
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19509709
Germany,Berlin,Mitte,Alexanderplatz,19511898
Germany,Berlin,Reinickendorf,West 1,19513500
Germany,Berlin,Pankow,Pankow Zentrum,19514522
Germany,Berlin,Pankow,Prenzlauer Berg Süd,19514705
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,19515572
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,19515815
Germany,Berlin,Neukölln,Reuterstraße,19516513
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19518502
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19519061
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19520175
Germany,Berlin,Mitte,Moabit Ost,19520989
Germany,Berlin,Mitte,Brunnenstr. Nord,19521240
Germany,Berlin,Lichtenberg,Neu Lichtenberg,19521960
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19522026
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19525698
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,19526483
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19527488
Germany,Berlin,Neukölln,Reuterstraße,19527517
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,19527770
Germany,Berlin,Neukölln,Schillerpromenade,19530452
Germany,Berlin,Pankow,Prenzlauer Berg Ost,19530619
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,19535169
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,19536575
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,19537042
Germany,Berlin,Neukölln,Rixdorf,19537827
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19539306
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,19540400
Germany,Berlin,Mitte,Brunnenstr. Süd,19543505
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19545330
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19547169
Germany,Berlin,Pankow,Helmholtzplatz,19547910
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19548473
Germany,Berlin,Pankow,Weißensee,19548629
Germany,Berlin,Treptow - Köpenick,Oberschöneweide,19548993
Germany,Berlin,Neukölln,Rixdorf,19551333
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19552056
Germany,Berlin,Neukölln,Rixdorf,19553067
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19557035
Germany,Berlin,Treptow - Köpenick,Baumschulenweg,19558044
Germany,Berlin,Spandau,Wilhelmstadt,19558925
Germany,Berlin,Neukölln,Reuterstraße,19560319
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19560575
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19560745
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,19561036
Germany,Berlin,Neukölln,Reuterstraße,19561168
Germany,Berlin,Lichtenberg,Neu-Hohenschönhausen Nord,19562189
Germany,Berlin,Mitte,Moabit Ost,19562547
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Nord,19564957
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,19565405
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,19565741
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,19566434
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19566752
Germany,Berlin,Mitte,Regierungsviertel,19567340
Germany,Berlin,Mitte,Alexanderplatz,19567558
Germany,Berlin,Neukölln,Rixdorf,19567952
Germany,Berlin,Steglitz - Zehlendorf,Drakestr.,19568413
Germany,Berlin,Mitte,Moabit West,19569003
Germany,Berlin,Mitte,Tiergarten Süd,19569434
Germany,Berlin,Mitte,Parkviertel,19569519
Germany,Berlin,Mitte,Parkviertel,19569880
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,19570163
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,19570695
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,19570840
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,19571391
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19572726
Germany,Berlin,Neukölln,Rixdorf,19578030
Germany,Berlin,Lichtenberg,Fennpfuhl,19578742
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,19579317
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,19580120
Germany,Berlin,Mitte,Alexanderplatz,19580357
Germany,Berlin,Steglitz - Zehlendorf,Teltower Damm,19580395
